,Job Title,Department,Age,Gender,Marital Status,Years of Service,Salary,Exited
302,Product Manager,Network Operations,23,Female,Single,5,147.83,1
303,Product Manager,IT & Software,41,Male,Single,6,443.92,1
304,Telecom Technician,Billing,60,Male,Married,7,162.08,1
305,IT Support Engineer,Human Resources,60,Female,Single,4,413.58,1
306,Telecom Technician,Field Operations,49,Male,Single,2,355.67,1
307,Customer Support Agent,Human Resources,60,Male,Single,2,267.79,1
308,IT Support Engineer,Human Resources,60,Male,Single,9,432.04,1
309,Billing Specialist,Human Resources,60,Female,Single,7,162.08,1
310,Billing Specialist,Customer Service,31,Female,Single,7,458.79,1
311,Customer Support Agent,Project Management,55,Female,Single,8,375.38,1
312,Software Developer,Human Resources,51,Male,Single,4,508.12,1
313,IT Support Engineer,Billing,37,Female,Married,4,282.5,1
314,IT Support Engineer,Customer Service,58,Male,Single,7,339.79,1
315,Customer Support Agent,Network Operations,25,Male,Married,4,489.42,1
316,Marketing Analyst,Billing,39,Male,Married,1,315.92,1
317,Telecom Technician,Customer Service,34,Female,Single,3,448.67,1
318,Billing Specialist,Customer Service,60,Female,Married,7,200.92,1
319,Telecom Technician,Human Resources,60,Male,Married,4,387.75,1
320,Project Manager,Sales & Marketing,59,Female,Married,2,136.0,1
321,Network Engineer,Customer Service,38,Male,Single,4,212.58,1
322,Project Manager,Field Operations,60,Male,Single,8,440.0,1
323,HR Specialist,Field Operations,41,Male,Single,3,386.25,1
324,Customer Support Agent,Billing,54,Male,Married,8,481.88,1
325,Sales Executive,Human Resources,29,Female,Single,6,308.29,1
326,Network Engineer,Billing,39,Male,Married,4,200.33,1
327,Sales Executive,Billing,55,Female,Married,6,178.12,1
328,Software Developer,Data Analytics,24,Female,Single,2,191.0,1
329,IT Support Engineer,Network Operations,40,Male,Married,7,217.29,1
330,Software Developer,Billing,42,Male,Married,9,193.38,1
331,Marketing Analyst,Customer Service,52,Female,Single,7,233.62,1
332,Marketing Analyst,Project Management,56,Female,Single,2,468.42,1
333,Project Manager,Field Operations,60,Female,Married,2,463.92,1
334,Customer Support Agent,Project Management,32,Female,Married,7,599.17,1
335,HR Specialist,Sales & Marketing,60,Female,Single,10,731.5,1
336,IT Support Engineer,Billing,33,Male,Single,2,662.67,1
337,Data Scientist,Customer Service,60,Male,Single,1,311.12,1
338,Project Manager,Customer Service,60,Female,Married,4,203.12,1
339,Project Manager,IT & Software,56,Male,Single,4,264.58,1
340,Customer Support Agent,Field Operations,60,Female,Single,7,426.29,1
341,IT Support Engineer,Data Analytics,60,Female,Married,3,211.83,1
342,Sales Executive,Project Management,60,Male,Single,10,358.0,1
343,Billing Specialist,Billing,25,Female,Single,2,616.5,1
344,Data Scientist,Billing,57,Female,Married,9,426.67,1
345,Marketing Analyst,Network Operations,60,Male,Married,3,245.08,1
346,Project Manager,Project Management,60,Female,Single,5,298.75,1
347,Data Scientist,Billing,47,Male,Married,2,162.5,1
348,IT Support Engineer,Billing,27,Female,Married,2,572.67,1
349,Network Engineer,Sales & Marketing,60,Female,Married,7,414.54,1
350,Marketing Analyst,Customer Service,46,Male,Single,4,230.92,1
351,Marketing Analyst,Field Operations,56,Female,Single,4,398.83,1
352,Project Manager,Data Analytics,50,Male,Married,7,185.04,1
353,Software Developer,Billing,26,Male,Single,7,295.83,1
354,Marketing Analyst,Human Resources,54,Female,Married,2,353.54,1
355,Billing Specialist,Human Resources,39,Male,Married,1,322.17,1
356,Telecom Technician,Human Resources,24,Female,Single,10,194.08,1
357,Customer Support Agent,Sales & Marketing,56,Female,Married,7,245.12,1
358,Billing Specialist,Field Operations,48,Female,Single,10,447.33,1
359,Product Manager,Network Operations,43,Male,Single,4,241.04,1
360,HR Specialist,Human Resources,25,Female,Married,6,193.38,1
361,Telecom Technician,Billing,60,Male,Married,4,416.0,1
362,Project Manager,Data Analytics,42,Female,Single,2,139.5,1
363,Sales Executive,Sales & Marketing,60,Female,Single,2,168.62,1
364,Marketing Analyst,Field Operations,33,Male,Single,1,448.58,1
365,Product Manager,Customer Service,40,Male,Single,2,193.54,1
366,Project Manager,Sales & Marketing,55,Female,Single,6,338.38,1
367,Project Manager,Human Resources,23,Male,Single,4,574.5,1
368,Sales Executive,Billing,51,Female,Single,7,335.79,1
369,Marketing Analyst,Field Operations,38,Female,Single,4,404.25,1
370,Marketing Analyst,Human Resources,57,Male,Married,7,276.0,1
371,Product Manager,Data Analytics,52,Female,Married,4,255.62,1
372,Customer Support Agent,Project Management,57,Male,Single,7,311.25,1
373,IT Support Engineer,Sales & Marketing,56,Male,Married,1,715.79,1
374,Sales Executive,Customer Service,45,Male,Married,4,175.33,1
375,Sales Executive,Data Analytics,60,Male,Married,2,182.08,1
376,Project Manager,Field Operations,60,Female,Single,7,227.0,1
377,Marketing Analyst,Human Resources,60,Female,Single,4,443.42,1
378,IT Support Engineer,Human Resources,30,Female,Single,2,235.83,1
379,IT Support Engineer,IT & Software,28,Male,Single,4,194.29,1
380,Product Manager,Customer Service,59,Male,Single,3,521.79,1
381,Telecom Technician,Customer Service,27,Female,Single,4,345.67,1
382,Project Manager,Human Resources,60,Male,Single,1,365.42,1
383,Product Manager,Project Management,56,Male,Married,3,368.17,1
384,Sales Executive,IT & Software,38,Male,Married,5,564.04,1
385,Marketing Analyst,Human Resources,44,Male,Single,5,329.5,1
386,HR Specialist,Sales & Marketing,26,Male,Married,1,335.08,1
387,Customer Support Agent,Sales & Marketing,60,Female,Single,2,438.17,1
388,Data Scientist,IT & Software,60,Male,Single,5,652.33,1
389,Software Developer,Data Analytics,47,Female,Single,2,454.12,1
390,Marketing Analyst,Field Operations,34,Male,Single,3,185.29,1
391,Sales Executive,Field Operations,60,Female,Single,8,454.5,1
392,IT Support Engineer,Customer Service,38,Female,Married,2,433.62,1
393,Billing Specialist,Sales & Marketing,58,Female,Single,1,661.75,1
394,Telecom Technician,Billing,60,Female,Married,3,332.58,1
395,Marketing Analyst,Data Analytics,46,Male,Married,9,391.42,1
396,HR Specialist,Data Analytics,60,Female,Married,10,357.75,1
397,Data Scientist,Sales & Marketing,60,Male,Married,7,158.88,1
398,HR Specialist,Data Analytics,60,Male,Married,7,431.88,1
399,Sales Executive,Project Management,46,Male,Married,1,377.92,1
400,Customer Support Agent,Human Resources,60,Female,Married,7,439.79,1
401,Billing Specialist,Sales & Marketing,52,Male,Single,2,291.29,1
402,Software Developer,Human Resources,34,Male,Single,2,151.58,1
403,Software Developer,Human Resources,60,Female,Married,4,512.25,1
404,Network Engineer,Network Operations,41,Female,Married,6,438.5,1
405,Billing Specialist,IT & Software,60,Female,Single,4,351.58,1
406,Customer Support Agent,Field Operations,40,Female,Married,2,125.33,1
407,Marketing Analyst,Billing,60,Male,Single,4,187.42,1
408,Sales Executive,Billing,53,Male,Single,9,434.79,1
409,Project Manager,IT & Software,45,Male,Married,7,593.58,1
410,Billing Specialist,Field Operations,60,Male,Married,2,325.38,1
411,Marketing Analyst,Project Management,23,Female,Married,2,364.92,1
412,Customer Support Agent,Field Operations,60,Male,Single,2,293.62,1
413,Data Scientist,IT & Software,28,Female,Single,6,361.33,1
414,Telecom Technician,Sales & Marketing,60,Female,Married,9,354.67,1
415,Customer Support Agent,Field Operations,60,Male,Married,4,295.5,1
416,Project Manager,Project Management,60,Male,Single,5,423.25,1
417,Sales Executive,IT & Software,47,Female,Single,8,167.12,1
418,Billing Specialist,IT & Software,60,Female,Married,2,295.92,1
419,Software Developer,Human Resources,60,Male,Single,4,227.54,1
420,Sales Executive,Data Analytics,60,Female,Married,2,422.04,1
421,Software Developer,Data Analytics,32,Female,Single,3,189.04,1
422,Marketing Analyst,Customer Service,60,Female,Single,2,459.04,1
423,Sales Executive,Billing,22,Female,Married,6,357.0,1
424,Billing Specialist,Data Analytics,51,Female,Married,9,150.17,1
425,Project Manager,Billing,57,Male,Married,4,412.08,1
426,Telecom Technician,Sales & Marketing,60,Female,Married,1,523.17,1
427,Billing Specialist,Field Operations,35,Female,Married,4,405.62,1
428,Telecom Technician,Network Operations,47,Female,Married,4,285.0,1
429,Project Manager,Customer Service,48,Male,Married,2,200.83,1
430,Telecom Technician,Data Analytics,60,Male,Married,5,278.25,1
431,Software Developer,Billing,30,Female,Single,7,324.08,1
432,Network Engineer,Field Operations,60,Female,Married,7,182.0,1
433,IT Support Engineer,Customer Service,36,Male,Single,2,414.62,1
434,Billing Specialist,IT & Software,53,Female,Single,4,163.5,1
435,Billing Specialist,Sales & Marketing,28,Male,Married,5,242.75,1
436,Product Manager,Project Management,42,Male,Married,1,598.54,1
437,Project Manager,Network Operations,60,Male,Married,4,321.54,1
438,IT Support Engineer,Customer Service,49,Male,Single,9,151.17,1
439,Project Manager,Network Operations,60,Female,Married,1,632.29,1
440,Sales Executive,Customer Service,60,Male,Single,4,336.42,1
441,Customer Support Agent,Data Analytics,53,Female,Single,7,339.75,1
442,Billing Specialist,IT & Software,60,Female,Married,2,391.25,1
443,Billing Specialist,Network Operations,49,Male,Married,3,272.25,1
444,Product Manager,Field Operations,23,Female,Single,6,274.58,1
445,Product Manager,Data Analytics,50,Male,Single,2,323.42,1
446,Network Engineer,Sales & Marketing,60,Male,Married,2,516.54,1
447,Network Engineer,Sales & Marketing,30,Male,Single,2,223.12,1
448,Telecom Technician,Human Resources,37,Male,Married,4,591.88,1
449,Software Developer,Network Operations,33,Male,Married,2,418.08,1
450,Product Manager,Billing,24,Male,Single,3,336.12,1
451,Sales Executive,Field Operations,22,Female,Married,2,494.25,1
452,Network Engineer,Field Operations,56,Female,Married,8,254.5,1
453,Network Engineer,Human Resources,60,Male,Single,7,296.25,1
454,Network Engineer,IT & Software,30,Female,Married,4,349.29,1
455,Network Engineer,Billing,33,Male,Married,2,659.5,1
456,Customer Support Agent,Network Operations,55,Male,Single,7,393.08,1
457,HR Specialist,Sales & Marketing,43,Female,Married,10,328.92,1
458,HR Specialist,Human Resources,60,Female,Married,9,447.42,1
459,IT Support Engineer,Billing,28,Male,Single,7,294.75,1
460,Telecom Technician,Data Analytics,60,Male,Single,2,342.62,1
461,Marketing Analyst,Human Resources,45,Male,Single,1,360.17,1
462,Sales Executive,Customer Service,27,Female,Single,3,279.38,1
463,Telecom Technician,Project Management,34,Female,Married,4,529.92,1
464,Product Manager,Customer Service,23,Male,Married,2,713.79,1
465,Sales Executive,Field Operations,37,Female,Single,2,139.67,1
466,HR Specialist,Field Operations,27,Male,Married,2,362.04,1
467,IT Support Engineer,Data Analytics,26,Female,Single,9,127.04,1
468,Sales Executive,Field Operations,46,Female,Married,8,383.5,1
469,Sales Executive,Human Resources,55,Female,Married,4,491.75,1
470,Telecom Technician,IT & Software,46,Female,Married,8,475.79,1
471,Telecom Technician,Data Analytics,45,Female,Married,4,339.42,1
472,Customer Support Agent,Project Management,32,Male,Single,4,306.33,1
473,Data Scientist,Human Resources,53,Male,Married,10,291.33,1
474,Network Engineer,Sales & Marketing,30,Female,Single,2,220.17,1
475,Billing Specialist,Billing,39,Male,Single,2,202.08,1
476,Network Engineer,Project Management,45,Female,Single,4,424.58,1
477,Software Developer,Sales & Marketing,60,Female,Married,6,325.54,1
478,IT Support Engineer,Billing,30,Male,Married,5,296.75,1
479,Customer Support Agent,Field Operations,41,Female,Married,3,308.17,1
480,HR Specialist,Project Management,39,Female,Married,2,347.38,1
481,Software Developer,Field Operations,47,Male,Married,2,575.79,1
482,Software Developer,Project Management,45,Male,Single,4,310.88,1
483,Telecom Technician,Human Resources,47,Female,Married,7,316.83,1
484,Marketing Analyst,Network Operations,23,Female,Single,2,375.54,1
485,Billing Specialist,Field Operations,59,Female,Single,10,231.54,1
486,Software Developer,Data Analytics,29,Male,Married,2,174.25,1
487,Data Scientist,Human Resources,42,Female,Married,1,495.42,1
488,Product Manager,Field Operations,60,Female,Single,3,185.04,1
489,Sales Executive,Field Operations,32,Male,Single,2,308.5,1
490,Billing Specialist,Data Analytics,60,Female,Single,1,389.83,1
491,Project Manager,Customer Service,39,Male,Married,5,186.79,1
492,Product Manager,Network Operations,39,Male,Single,10,327.29,1
493,Data Scientist,Data Analytics,57,Male,Single,2,516.04,1
494,Software Developer,Billing,32,Male,Single,2,411.33,1
495,Billing Specialist,Billing,24,Male,Single,10,204.17,1
496,Product Manager,Customer Service,31,Female,Single,10,335.58,1
497,Customer Support Agent,Project Management,60,Female,Married,6,335.54,1
498,Marketing Analyst,Project Management,39,Male,Married,2,433.62,1
499,Billing Specialist,IT & Software,38,Male,Married,7,257.33,1
500,Software Developer,Customer Service,60,Female,Single,5,207.83,1
501,Marketing Analyst,Field Operations,60,Female,Single,4,301.17,1
502,Product Manager,IT & Software,58,Male,Single,2,311.42,1
503,Project Manager,Project Management,60,Male,Married,7,401.04,1
504,Network Engineer,Customer Service,55,Female,Single,2,596.62,1
505,Marketing Analyst,Human Resources,47,Male,Married,4,371.17,1
506,HR Specialist,IT & Software,55,Male,Single,4,456.67,1
507,Marketing Analyst,Network Operations,60,Female,Married,5,474.42,1
508,Project Manager,Data Analytics,26,Male,Married,7,436.17,1
509,Billing Specialist,IT & Software,51,Male,Single,6,354.25,1
510,Data Scientist,IT & Software,35,Female,Single,4,449.5,1
511,Project Manager,Sales & Marketing,34,Male,Married,10,265.58,1
512,Customer Support Agent,Project Management,26,Male,Married,2,248.79,1
513,HR Specialist,Billing,31,Male,Married,4,173.5,1
514,Marketing Analyst,IT & Software,60,Male,Married,3,607.33,1
515,Sales Executive,Customer Service,52,Male,Single,8,285.67,1
516,Telecom Technician,Customer Service,58,Male,Married,7,520.88,1
517,Project Manager,IT & Software,29,Male,Married,7,368.92,1
518,Billing Specialist,Human Resources,40,Male,Married,4,375.54,1
519,Product Manager,Human Resources,51,Male,Married,2,173.88,1
520,IT Support Engineer,Sales & Marketing,60,Male,Married,2,278.12,1
521,Project Manager,Sales & Marketing,41,Male,Married,2,277.83,1
522,Project Manager,Field Operations,46,Male,Single,8,455.88,1
523,Sales Executive,IT & Software,60,Male,Single,6,203.17,1
524,Customer Support Agent,Data Analytics,32,Female,Married,7,201.0,1
525,Network Engineer,Human Resources,53,Female,Single,10,344.04,1
526,Product Manager,Customer Service,60,Female,Married,4,426.42,1
527,Software Developer,Sales & Marketing,60,Male,Married,2,348.54,1
528,Billing Specialist,Billing,22,Male,Married,7,255.42,1
529,Product Manager,Human Resources,56,Male,Single,3,276.17,1
530,Sales Executive,IT & Software,60,Female,Married,2,376.75,1
531,Data Scientist,Project Management,23,Male,Single,7,415.79,1
532,Software Developer,Customer Service,39,Male,Married,7,204.33,1
533,Data Scientist,Customer Service,47,Male,Married,6,469.58,1
534,Billing Specialist,Sales & Marketing,47,Female,Married,10,346.29,1
535,Project Manager,Data Analytics,60,Female,Single,4,176.25,1
536,Customer Support Agent,Field Operations,60,Male,Single,7,224.17,1
537,Sales Executive,Billing,27,Female,Single,4,285.0,1
538,IT Support Engineer,Data Analytics,26,Female,Single,7,197.0,1
539,Billing Specialist,Field Operations,53,Female,Married,5,302.83,1
540,Sales Executive,IT & Software,23,Male,Single,9,177.17,1
541,IT Support Engineer,Customer Service,60,Male,Single,2,546.62,1
542,HR Specialist,Sales & Marketing,48,Female,Married,3,325.17,1
543,IT Support Engineer,Customer Service,53,Male,Single,4,444.67,1
544,Telecom Technician,IT & Software,60,Female,Married,2,433.79,1
545,Network Engineer,Billing,60,Male,Married,5,597.04,1
546,Product Manager,Field Operations,29,Female,Married,7,136.04,1
547,Project Manager,Field Operations,43,Male,Married,4,607.29,1
548,Project Manager,Human Resources,28,Female,Married,9,498.29,1
549,Product Manager,IT & Software,55,Male,Single,7,368.25,1
550,Telecom Technician,Data Analytics,50,Female,Married,2,314.83,1
551,IT Support Engineer,Data Analytics,37,Male,Single,4,167.25,1
552,Billing Specialist,Customer Service,58,Male,Married,2,303.75,1
553,Project Manager,Customer Service,47,Male,Married,1,303.12,1
554,Product Manager,Customer Service,60,Female,Married,2,316.25,1
555,Product Manager,IT & Software,48,Male,Married,9,228.54,1
556,Telecom Technician,Human Resources,57,Female,Single,9,333.58,1
557,Customer Support Agent,Customer Service,39,Female,Married,8,327.58,1
